minutes;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66
63;376230;378456;379008;380394;381774;383154;384534;385908;387288;388668;390048;391434;392820;394206;395604;397002;398412;399822;401244;402672;404112;405558;407016;408486;409974;411468;412980;414510;416052;417612;419196;420798;422418;424062;425730;427422;429138;430884;432660;434466;436302;438174;440082;442032;444018;446046;448116;450234;452400;454620;456894;459228;461616;464070;466590;469182;471846;474594;477420;480330;483336;486438;489642;492954;496374;499920;503586
64;377064;379290;379842;381222;382602;383982;385362;386736;388110;389490;390870;392250;393636;395022;396414;397812;399216;400626;402042;403470;404904;406350;407808;409278;410754;412248;413760;415284;416826;418380;419958;421554;423174;424812;426474;428160;429876;431616;433386;435186;437022;438888;440790;442728;444708;446730;448794;450906;453066;455280;457542;459864;462246;464694;467208;469788;472446;475176;477990;480894;483888;486978;490164;493464;496872;500400;504054
65;377898;380124;380676;382056;383436;384810;386184;387564;388938;390312;391686;393066;394452;395838;397224;398622;400020;401430;402846;404268;405702;407148;408600;410064;411540;413034;414534;416058;417594;419148;420720;422316;423924;425562;427218;428904;430614;432348;434112;435906;437736;439596;441492;443430;445398;447414;449472;451578;453732;455934;458196;460506;462882;465318;467820;470394;473040;475764;478566;481458;484440;487512;490692;493974;497370;500886;504522
66;378738;380958;381510;382890;384264;385638;387012;388386;389760;391134;392508;393888;395268;396648;398040;399432;400830;402234;403650;405066;406500;407940;409386;410850;412326;413814;415314;416832;418362;419916;421482;423072;424680;426312;427968;429642;431346;433080;434838;436632;438450;440310;442200;444126;446094;448104;450156;452250;454398;456594;458844;461148;463512;465942;468438;471000;473634;476346;479142;482016;484986;488052;491214;494484;497868;501366;504990
67;379572;381798;382344;383718;385098;386472;387840;389214;390582;391956;393330;394704;396084;397464;398850;400242;401634;403038;404448;405870;407292;408732;410178;411636;413112;414594;416094;417606;419136;420684;422244;423834;425436;427062;428712;430386;432084;433812;435564;437352;439170;441018;442902;444822;446784;448788;450834;452922;455058;457248;459492;461790;464148;466566;469050;471600;474228;476928;479712;482580;485538;488592;491742;495000;498366;501852;505458
68;380412;382632;383178;384552;385926;387300;388668;390042;391410;392778;394152;395520;396900;398280;399660;401052;402444;403842;405252;406668;408090;409524;410970;412428;413892;415374;416868;418380;419904;421446;423012;424590;426192;427812;429456;431124;432822;434544;436290;438072;439884;441726;443604;445524;447474;449472;451512;453594;455724;457908;460140;462432;464778;467190;469662;472206;474822;477516;480288;483144;486090;489126;492264;495510;498864;502332;505926
69;381246;383466;384012;385386;386760;388128;389496;390864;392232;393600;394968;396342;397716;399090;400470;401856;403248;404646;406050;407466;408888;410316;411762;413214;414678;416154;417648;419154;420678;422214;423774;425346;426942;428562;430206;431868;433560;435276;437016;438792;440598;442434;444312;446220;448170;450156;452190;454266;456390;458562;460788;463068;465408;467814;470274;472812;475416;478098;480858;483702;486636;489666;492792;496020;499362;502818;506394
70;382086;384306;384846;386220;387588;388962;390324;391692;393060;394422;395790;397158;398532;399906;401286;402666;404058;405450;406854;408264;409686;411114;412548;414000;415458;416934;418422;419928;421446;422982;424536;426108;427698;429312;430950;432606;434292;436002;437742;439512;441312;443148;445014;446916;448860;450840;452868;454938;457050;459216;461436;463710;466044;468432;470892;473412;476010;478680;481434;484266;487188;490206;493314;496536;499860;503304;506862
71;382920;385140;385680;387054;388422;389790;391152;392520;393882;395244;396612;397980;399348;400722;402096;403476;404862;406254;407658;409062;410478;411906;413340;414786;416244;417714;419202;420702;422214;423744;425298;426864;428454;430062;431694;433350;435030;436734;438468;440232;442026;443856;445716;447612;449550;451524;453546;455604;457716;459876;462084;464352;466674;469056;471504;474018;476604;479268;482004;484830;487740;490740;493842;497046;500358;503784;507336
72;383760;385980;386514;387888;389256;390618;391986;393348;394710;396072;397434;398796;400164;401532;402906;404286;405672;407058;408456;409860;411276;412698;414132;415572;417030;418494;419976;421470;422982;424512;426060;427620;429204;430812;432438;434088;435762;437466;439194;440952;442746;444564;446418;448314;450240;452208;454224;456276;458382;460530;462732;464988;467304;469680;472116;474624;477198;479850;482580;485388;488286;491280;494370;497556;500856;504270;507804
73;384600;386814;387354;388722;390090;391452;392814;394170;395532;396894;398256;399618;400980;402348;403722;405096;406476;407868;409260;410664;412074;413490;414918;416358;417810;419274;420756;422244;423756;425280;426822;428382;429960;431562;433182;434826;436500;438198;439920;441672;443460;445272;447126;449010;450930;452892;454902;456948;459042;461184;463380;465630;467934;470304;472728;475224;477792;480432;483150;485952;488838;491814;494892;498072;501354;504756;508272
74;385440;387654;388188;389556;390918;392280;393642;394998;396360;397716;399072;400434;401796;403164;404532;405906;407286;408672;410064;411462;412866;414282;415710;417144;418596;420054;421530;423018;424524;426042;427578;429138;430710;432306;433926;435570;437232;438924;440646;442392;444174;445980;447828;449706;451620;453576;455574;457620;459708;461844;464028;466266;468564;470922;473346;475830;478386;481014;483720;486510;489390;492354;495420;498582;501852;505236;508740
75;386280;388494;389022;390390;391752;393114;394470;395826;397182;398538;399894;401256;402612;403980;405342;406716;408090;409476;410862;412260;413664;415074;416502;417936;419376;420834;422304;423792;425292;426810;428340;429894;431466;433056;434670;436308;437970;439656;441372;443112;444888;446688;448530;450402;452310;454260;456252;458286;460368;462498;464676;466908;469194;471546;473958;476430;478980;481596;484296;487074;489936;492894;495942;499092;502350;505722;509208
76;387120;389328;389862;391224;392586;393942;395298;396654;398010;399360;400716;402072;403434;404790;406158;407526;408900;410280;411666;413058;414462;415872;417288;418722;420162;421614;423084;424566;426060;427572;429102;430650;432216;433806;435414;437046;438702;440388;442092;443832;445602;447396;449232;451098;453000;454944;456930;458958;461028;463152;465324;467544;469830;472164;474570;477036;479574;482184;484866;487632;490488;493428;496470;499608;502848;506208;509682
77;387960;390168;390696;392058;393420;394776;396132;397482;398832;400188;401538;402894;404250;405606;406968;408336;409704;411084;412464;413856;415254;416664;418080;419508;420948;422394;423858;425340;426828;428340;429864;431406;432972;434556;436158;437790;439440;441114;442818;444552;446316;448104;449934;451794;453690;455628;457608;459624;461694;463806;465972;468186;470460;472788;475182;477636;480168;482766;485442;488196;491034;493968;496992;500118;503346;506688;510150
78;388800;391008;391536;392898;394254;395610;396960;398310;399660;401010;402360;403710;405066;406422;407784;409146;410514;411888;413268;414654;416052;417456;418872;420294;421728;423174;424638;426108;427602;429102;430626;432168;433722;435306;436902;438528;440172;441846;443544;445272;447024;448812;450636;452490;454380;456312;458280;460296;462354;464460;466614;468822;471090;473412;475794;478242;480756;483348;486012;488754;491586;494508;497520;500628;503850;507174;510618
79;389640;391848;392370;393732;395088;396438;397788;399138;400488;401832;403182;404532;405882;407238;408594;409956;411324;412692;414072;415452;416850;418248;419658;421080;422514;423954;425412;426882;428370;429870;431388;432924;434478;436050;437646;439266;440910;442572;444270;445986;447738;449520;451338;453186;455070;456996;458958;460968;463014;465114;467262;469464;471720;474030;476406;478842;481350;483930;486582;489318;492138;495042;498042;501144;504348;507660;511092
80;390480;392688;393210;394566;395922;397272;398622;399966;401316;402660;404004;405354;406698;408054;409404;410766;412128;413496;414870;416256;417642;419040;420450;421866;423294;424734;426186;427656;429138;430632;432150;433680;435228;436800;438390;440004;441642;443304;444990;446706;448452;450228;452040;453882;455760;457680;459636;461634;463680;465768;467910;470100;472350;474654;477018;479448;481944;484512;487158;489882;492684;495582;498570;501654;504846;508146;511560
81;391320;393528;394050;395406;396756;398106;399450;400800;402138;403482;404826;406170;407520;408870;410220;411576;412938;414300;415674;417054;418440;419832;421236;422652;424080;425514;426966;428430;429906;431400;432906;434436;435984;437550;439134;440742;442374;444030;445716;447426;449166;450936;452742;454578;456450;458358;460308;462300;464340;466422;468552;470736;472980;475272;477630;480048;482538;485094;487728;490440;493236;496116;499092;502170;505344;508632;512028
82;392160;394368;394884;396240;397590;398940;400284;401628;402966;404310;405648;406992;408336;409686;411030;412386;413742;415104;416478;417852;419238;420630;422028;423438;424860;426294;427740;429198;430674;432162;433668;435192;436734;438294;439878;441480;443106;444762;446436;448146;449880;451644;453438;455274;457140;459042;460986;462972;465000;467076;469200;471378;473604;475896;478242;480654;483132;485676;488298;491004;493782;496656;499620;502680;505842;509118;512502
83;393006;395208;395724;397080;398424;399774;401112;402456;403794;405132;406476;407814;409152;410496;411846;413196;414552;415914;417276;418650;420030;421422;422820;424224;425646;427074;428514;429972;431442;432930;434430;435948;437484;439044;440622;442218;443844;445488;447162;448860;450588;452352;454140;455964;457824;459726;461658;463638;465660;467730;469848;472014;474234;476514;478854;481254;483720;486258;488874;491562;494334;497196;500142;503190;506340;509598;512970
84;393846;396048;396564;397914;399264;400608;401946;403284;404622;405960;407298;408636;409974;411312;412656;414006;415362;416718;418080;419448;420828;422214;423606;425010;426426;427854;429294;430746;432210;433692;435192;436704;438240;439788;441366;442956;444576;446220;447888;449580;451302;453054;454842;456660;458514;460404;462336;464310;466320;468384;470490;472650;474864;477138;479466;481854;484314;486840;489444;492120;494886;497730;500670;503706;506844;510084;513444
85;394692;396894;397404;398754;400098;401442;402780;404112;405450;406782;408120;409452;410790;412128;413472;414816;416166;417522;418884;420252;421626;423006;424398;425796;427212;428634;430068;431514;432978;434454;435948;437460;438990;440538;442104;443694;445308;446946;448608;450300;452016;453762;455544;457356;459204;461088;463008;464976;466986;469038;471138;473292;475494;477756;480078;482460;484908;487422;490014;492684;495432;498270;501198;504216;507342;510570;513912
86;395532;397734;398244;399594;400932;402276;403608;404946;406278;407610;408942;410274;411612;412944;414288;415626;416976;418326;419682;421050;422418;423798;425190;426588;427992;429414;430842;432288;433746;435222;436710;438216;439740;441282;442848;444432;446040;447672;449334;451014;452730;454470;456240;458052;459888;461766;463686;465642;467646;469692;471780;473928;476124;478374;480684;483060;485496;488004;490590;493242;495984;498804;501720;504732;507840;511056;514386
87;396378;398580;399084;400428;401772;403110;404442;405774;407106;408438;409764;411096;412428;413760;415098;416442;417786;419130;420486;421848;423216;424590;425976;427374;428778;430194;431622;433062;434514;435984;437472;438972;440490;442032;443592;445170;446772;448404;450054;451734;453438;455178;456942;458742;460578;462450;464358;466308;468306;470340;472428;474564;476754;478998;481296;483660;486090;488586;491160;493806;496530;499344;502248;505242;508338;511542;514854
88;397224;399420;399924;401268;402606;403944;405276;406608;407934;409260;410592;411918;413250;414576;415914;417252;418590;419940;421290;422646;424014;425388;426768;428160;429558;430974;432396;433830;435282;436752;438228;439728;441246;442776;444336;445908;447510;449130;450774;452448;454152;455880;457644;459438;461268;463134;465036;466980;468966;470994;473070;475200;477378;479616;481908;484266;486684;489168;491730;494364;497082;499884;502770;505758;508842;512028;515328
89;398070;400266;400764;402108;403446;404778;406110;407436;408762;410088;411414;412740;414066;415398;416724;418062;419400;420744;422094;423450;424806;426180;427554;428946;430344;431748;433170;434604;436050;437514;438990;440484;441996;443526;445074;446646;448242;449856;451500;453168;454860;456588;458340;460134;461952;463812;465708;467646;469626;471648;473718;475836;478008;480234;482520;484866;487272;489750;492300;494928;497628;500418;503298;506268;509340;512514;515802
90;398910;401106;401610;402948;404280;405612;406944;408270;409590;410916;412236;413562;414888;416214;417540;418872;420210;421548;422892;424248;425604;426972;428346;429732;431124;432528;433950;435378;436818;438276;439752;441240;442746;444270;445818;447384;448974;450582;452220;453882;455574;457290;459042;460824;462642;464490;466380;468312;470286;472302;474360;476472;478638;480858;483132;485466;487866;490332;492870;495486;498180;500958;503820;506784;509838;513000;516270
91;399756;401952;402450;403788;405120;406452;407778;409098;410424;411744;413064;414384;415704;417030;418356;419682;421014;422352;423696;425046;426402;427764;429138;430518;431910;433308;434724;436146;437586;439044;440508;441996;443496;445020;446562;448122;449706;451314;452946;454602;456282;457998;459744;461520;463326;465174;467058;468978;470946;472950;475008;477108;479268;481476;483744;486066;488460;490914;493446;496050;498732;501492;504348;507294;510336;513486;516744
92;400602;402798;403290;404628;405960;407286;408612;409932;411252;412572;413886;415206;416526;417846;419172;420498;421824;423162;424500;425844;427200;428556;429924;431304;432690;434088;435498;436920;438354;439806;441270;442752;444252;445764;447300;448860;450438;452040;453666;455316;456996;458706;460440;462210;464016;465852;467730;469644;471606;473604;475650;477744;479892;482094;484350;486672;489048;491496;494016;496608;499278;502032;504876;507804;510840;513972;517218
93;401448;403638;404136;405468;406800;408120;409446;410766;412080;413394;414714;416028;417342;418662;419982;421308;422634;423966;425304;426648;427992;429354;430716;432090;433476;434868;436272;437694;439122;440568;442032;443508;445002;446514;448044;449598;451170;452766;454386;456036;457704;459408;461142;462906;464700;466536;468402;470310;472260;474258;476298;478386;480522;482712;484962;487272;489642;492078;494586;497166;499830;502572;505398;508320;511338;514458;517686
94;402300;404484;404976;406308;407634;408960;410280;411594;412908;414222;415536;416850;418164;419478;420798;422118;423444;424770;426108;427446;428790;430146;431508;432876;434256;435648;437052;438462;439890;441330;442788;444264;445752;447258;448788;450330;451902;453492;455106;456750;458418;460116;461838;463596;465390;467214;469080;470982;472920;474906;476940;479022;481152;483330;485574;487872;490236;492660;495156;497730;500376;503106;505926;508830;511836;514944;518160
